url,brand,title,price,Аккумуляторная батарея__Ёмкость батареи (доступная),Аккумуляторная батарея__Время быстрой зарядки,Аккумуляторная батарея__Время зарядки,Аккумуляторная батарея__Емкость батареи,Аккумуляторная батарея__Запас хода на электричестве,Аккумуляторная батарея__Количество циклов зарядки,Аккумуляторная батарея__Максимальная мощность зарядки,Аккумуляторная батарея__Описание быстрой зарядки,Аккумуляторная батарея__Температурный режим батареи,Аккумуляторная батарея__Тип батареи,Аккумуляторная батарея__Тип разъема для зарядки,Владение__Владельцы,Владение__Во владении,Владение__Гарантия,Владение__Год выпуска,Владение__Госномер,Владение__Налог,Владение__Обмен,Владение__ПТС,Владение__Пробег,Владение__Продажа с НДС,Владение__Состояние,Владение__Таможня,Двигатель__ГРМ,Двигатель__Диаметр цилиндра и ход поршня,Двигатель__Код двигателя,Двигатель__Количество цилиндров,Двигатель__Максимальная мощность,Двигатель__Максимальный крутящий момент,Двигатель__Методика расчета расхода,Двигатель__Объем двигателя,Двигатель__Расположение двигателя,Двигатель__Расположение цилиндров,Двигатель__Система питания двигателя,Двигатель__Степень сжатия,Двигатель__Тип двигателя,Двигатель__Тип наддува,Двигатель__Число клапанов на цилиндр,Общая информация__Класс автомобиля,Общая информация__Количество дверей,Общая информация__Количество мест,Общая информация__Расположение руля,Общая информация__Страна марки,Объём и масса__Объем багажника мин/макс,Объём и масса__Объём топливного бака,Объём и масса__Полная масса,Объём и масса__Снаряженная масса,Подвеска и тормоза__Задние тормоза,Подвеска и тормоза__Передние тормоза,Подвеска и тормоза__Тип задней подвески,Подвеска и тормоза__Тип передней подвески,Размеры__Высота,Размеры__Длина,Размеры__Клиренс,Размеры__Колёсная база,Размеры__Размер колёс,Размеры__Размеры дисков,Размеры__Сверловка,Размеры__Ширина,Размеры__Ширина задней колеи,Размеры__Ширина передней колеи,Трансмиссия__Количество передач,Трансмиссия__Коробка передач,Трансмиссия__Тип привода,Эксплуатационные показатели__Выбросы CO2,Эксплуатационные показатели__Максимальная скорость,Эксплуатационные показатели__Марка топлива,Эксплуатационные показатели__Разгон до 100 км/ч,Эксплуатационные показатели__Расход,"Эксплуатационные показатели__Расход топлива, город/трасса/смешанный",Эксплуатационные показатели__Экологический класс
https://auto.ru/cars/used/sale/bmw/x7/1130313437-eb245ddc/,BMW,"BMW X7 40d I (G07) Рестайлинг, 2024",15 799 000,,,,,,,,,,,,1 владелец,,,2024,,51 000 ₽ в год,Рассмотрю варианты,Оригинал/Электронный,7 500 км,,Не требует ремонта,Растаможен,DOHC,84.0x90.0 мм,B57D30,6,340 л.с. (250 кВт) при 4400 об/мин,700 Н⋅м при 2250 об/мин,,2993 см³,"Переднее, продольное",Рядное,Common rail (дизель),16.5,Дизельный,Турбонаддув,4,F,5,"6, 7",Левый,Германия,750/2120 л,80 л,3325 кг,2565 кг,Дисковые вентилируемые,Дисковые вентилируемые,"Независимая, пневмоэлемент","Независимая, пневмоэлемент",1835 мм,5181 мм,210 мм,3105 мм,275/50 R20,"8.5x20 ET35, 9.5x21 ET36, 9.5x22 ET32, 9.5x22 ET32 / 10.5x22 ET43",DIA66.6 5x112 мм,2000 мм,1705 мм,1684 мм,8,Автомат,Полный,230 г/км,245 км/ч,ДТ,5.9 с,,-/-/8.6 л/100 км,Euro 6
https://auto.ru/cars/used/sale/mercedes/v_klasse/1131160574-7d3c5412/,Mercedes-Benz,"Mercedes-Benz V-Класс Extra Long 300 экстра длинный III (W447) Рестайлинг 2, 2026",10 732 000,,,,,,,,,,,,1 владелец,2 месяца,,2026,,17 325 ₽ в год,Рассмотрю варианты,Оригинал/Электронный,200 км,,Не требует ремонта,Растаможен,DOHC,83.0x92.0 мм,,4,231 л.с. (170 кВт) при 5500 об/мин,370 Н⋅м,WLTP,1999 см³,"Переднее, продольное",Рядное,Непосредственный впрыск (прямой),10,Бензиновый,Турбонаддув,4,M,5,"6, 7, 8",Левый/Правый,Германия,1410/5010 л,70 л,3100 кг,2310 кг,Дисковые,Дисковые вентилируемые,"Независимая, пружинная","Независимая, пружинная",1901 мм,5370 мм,160 мм,3430 мм,"225/55 R17, 245/45 R19",,,1928 мм,,,9,Автомат,Задний,227 г/км,,АИ-95,,,13.3/8.5/10.0 л/100 км,Euro 6
https://auto.ru/cars/used/sale/audi/q5/1130990996-9bb14c78/,Audi,"Audi Q5 L III (GU), 2025",6 690 000,,,,,,,,,,,,1 владелец,,,2025,,14 688 ₽ в год,,Оригинал/Электронный,20 км,,Не требует ремонта,Растаможен,DOHC,,dxm,4,204 л.с. (150 кВт) при 6000 об/мин,340 Н⋅м при 4000 об/мин,WLTP,1984 см³,"Переднее, продольное",Рядное,Непосредственный впрыск (прямой),,Бензиновый,Турбонаддув,4,D,5,5,Левый,Германия,494 л,68 л,2530 кг,2043 кг,Дисковые вентилируемые,Дисковые вентилируемые,"Независимая, пружинная","Независимая, пружинная",1660 мм,4842 мм,159 мм,2945 мм,"235/55 R19, 255/40 R21, 255/45 R20",,,1900 мм,1613 мм,1621 мм,7,Робот,Полный,,220 км/ч,АИ-95,7.1 с,,-/-/6.8 л/100 км,Euro 6
https://auto.ru/cars/used/sale/mercedes/v_klasse/1131134042-f3cbd0ef/,Mercedes-Benz,"Mercedes-Benz V-Класс Long 300 длинный III (W447) Рестайлинг 2, 2026",11 120 000,,,,,,,,,,,,1 владелец,2 месяца,,2026,,17 325 ₽ в год,,Оригинал/Электронный,200 км,,Не требует ремонта,Растаможен,DOHC,83.0x92.0 мм,m254 de 20 la,4,231 л.с. (170 кВт),370 Н⋅м,WLTP,1999 см³,"Переднее, продольное",Рядное,Непосредственный впрыск (прямой),10,Бензиновый,Турбонаддув,4,M,5,"6, 7, 8",Левый/Правый,Германия,1030/4630 л,70 л,3100 кг,2266 кг,Дисковые,Дисковые вентилируемые,"Независимая, пружинная","Независимая, пружинная",1901 мм,5140 мм,160 мм,3200 мм,"245/45 R19, 205/65 R17",,,1928 мм,,,9,Автомат,Задний,227 г/км,,АИ-95,,,13.3/8.5/10.0 л/100 км,Euro 6
https://auto.ru/cars/used/sale/lynk_co/900/1131340474-6e094f36/,Lynk & Co,"Lynk & Co 900, 2026",7 990 000,,17 мин,,52.38 кВт⋅ч,220 км,,,От 20 до 80% за 17 минут,,Литий-никель-марганец-кобальт-оксидная (Li-NMC),"GB/T AC, GB/T DC",1 владелец,,,2026,,110 100 ₽ в год,,Оригинал/Электронный,20 км,,Не требует ремонта,Растаможен,DOHC,82.0x93.2 мм,JLH-4G20TDC,4,734 л.с. (540 кВт) при 5500 об/мин,1038 Н⋅м при 4800 об/мин,WLTP,1969 см³,"Переднее, поперечное",Рядное,Непосредственный впрыск (прямой),10.8,Гибридный,Турбонаддув,4,F,5,6,Левый,Китай,225/1070 л,60 л,3345 кг,2810 кг,Дисковые вентилируемые,Дисковые вентилируемые,"Независимая, пневмоэлемент","Независимая, пневмоэлемент",1810 мм,5240 мм,194 мм,3160 мм,275/45 R21,,,1999 мм,1724 мм,1722 мм,3,Автомат,Полный,,240 км/ч,АИ-95,4.6 с,22.9 кВт⋅ч/100 км,,
https://auto.ru/cars/used/sale/avatr/07/1126598086-37cda478/,Avatr,"Avatr 07, 2025",8 496 000,,420 мин,,39.05 кВт⋅ч,220 км,,,От 30 до 80%,,Литий-железо-фосфатная (LFP),"GB/T AC, GB/T DC",1 владелец,,,2025,,9 500 ₽ в год,,Оригинал/Электронный,1 км,,Не требует ремонта,Растаможен,DOHC,,jl469zq1,4,492 л.с. (383 кВт),629 Н⋅м,CLTC,1497 см³,"Переднее, продольное",Рядное,Непосредственный впрыск (прямой),,Гибридный,Турбонаддув,4,D,5,5,Левый,Китай,500/1325 л,,2701 кг,2326 кг,Дисковые вентилируемые,Дисковые вентилируемые,"Независимая, пружинная","Независимая, пружинная",1620 мм,4825 мм,,2940 мм,255/50 R20,,,1980 мм,1690 мм,1680 мм,1,Автомат,Полный,,190 км/ч,АИ-92,4.9 с,20.0 кВт⋅ч/100 км,-/-/2.26 л/100 км,
https://auto.ru/cars/used/sale/porsche/cayenne/1127989105-bc0aed9a/,Porsche,"Porsche Cayenne Coupé III Рестайлинг, 2024",16 240 000,,,,,,,,,,,,1 владелец,,,2024,,96 000 ₽ в год,,Оригинал/Электронный,20 км,,Не требует ремонта,Растаможен,DOHC,84.5x89 мм,,6,353 л.с. (260 кВт) при 6400 об/мин,500 Н⋅м при 4500 об/мин,,2995 см³,"Переднее, продольное",V-образное,Непосредственный впрыск (прямой),11.2,Бензиновый,Турбонаддув,4,E,5,5,Левый,Германия,592/1502 л,75 л,2820 кг,2085 кг,Дисковые вентилируемые,Дисковые вентилируемые,"Независимая, пружинная","Независимая, пружинная",1678 мм,4930 мм,214 мм,2895 мм,,8.5x19 ET47 / 9.5x19 ET54,DIA71.5 5x130 мм,1983 мм,,,8,Автомат,Полный,247 г/км,248 км/ч,АИ-98,5.7 с,,-/-/10.9 л/100 км,Euro 6
https://auto.ru/cars/used/sale/avatr/12/1126598523-65f9b70d/,Avatr,"Avatr 12, 2025",6 759 000,,15 мин,,39.05 кВт⋅ч,245 км,,120.0 кВт,От 30 до 80%,,Литий-железо-фосфатная (LFP),"GB/T AC, GB/T DC",1 владелец,,,2025,,47 100 ₽ в год,,Оригинал/Электронный,1 км,,Не требует ремонта,Растаможен,DOHC,,jl469zq1,4,314 л.с. (231 кВт),367 Н⋅м,CLTC,1497 см³,"Переднее, поперечное",Рядное,Непосредственный впрыск (прямой),,Гибридный,Турбонаддув,4,E,5,5,Левый,Китай,425 л,,2710 кг,2255 кг,Дисковые вентилируемые,Дисковые вентилируемые,"Независимая, пружинная","Независимая, пружинная",1460 мм,5020 мм,,3020 мм,265/45 R20,,,1999 мм,1702 мм,1688 мм,1,Автомат,Задний,,190 км/ч,АИ-95,6.7 с,19.1 кВт⋅ч/100 км,-/-/0.53 л/100 км,
https://auto.ru/cars/used/sale/mercedes/gle_klasse_coupe_amg/1131296234-de8473e8/,Mercedes-Benz,"Mercedes-Benz GLE Coupe AMG 53 AMG II (C167) Рестайлинг, 2025",17 490 000,,,,,,,,,,,,1 владелец,2 месяца,,2025,,195 750 ₽ в год,,Оригинал/Электронный,1 км,,Не требует ремонта,Растаможен,DOHC,83.0x92.4 мм,,6,435 л.с. (320 кВт) при 6100 об/мин,520 Н⋅м при 5000 об/мин,,2999 см³,"Переднее, продольное",Рядное,Непосредственный впрыск (прямой),10.5,Бензиновый,Турбонаддув,4,E,5,5,Левый,Германия,655/1790 л,85 л,3050 кг,2375 кг,Дисковые вентилируемые,Дисковые вентилируемые,"Независимая, пневмоэлемент","Независимая, пневмоэлемент",1716 мм,4941 мм,205 мм,2935 мм,,,,2018 мм,1728 мм,1680 мм,9,Автомат,Полный,232 г/км,250 км/ч,АИ-95,5.0 с,,-/-/10.4 л/100 км,Euro 6
https://auto.ru/cars/used/sale/lynk_co/900/1131340372-2432beb6/,Lynk & Co,"Lynk & Co 900, 2026",7 990 000,,17 мин,,52.38 кВт⋅ч,220 км,,,От 20 до 80% за 17 минут,,Литий-никель-марганец-кобальт-оксидная (Li-NMC),"GB/T AC, GB/T DC",1 владелец,,,2026,,110 100 ₽ в год,,Оригинал/Электронный,20 км,,Не требует ремонта,Растаможен,DOHC,82.0x93.2 мм,JLH-4G20TDC,4,734 л.с. (540 кВт) при 5500 об/мин,1038 Н⋅м при 4800 об/мин,WLTP,1969 см³,"Переднее, поперечное",Рядное,Непосредственный впрыск (прямой),10.8,Гибридный,Турбонаддув,4,F,5,6,Левый,Китай,225/1070 л,60 л,3345 кг,2810 кг,Дисковые вентилируемые,Дисковые вентилируемые,"Независимая, пневмоэлемент","Независимая, пневмоэлемент",1810 мм,5240 мм,194 мм,3160 мм,275/45 R21,,,1999 мм,1724 мм,1722 мм,3,Автомат,Полный,,240 км/ч,АИ-95,4.6 с,22.9 кВт⋅ч/100 км,,
https://auto.ru/cars/used/sale/rolls_royce/ghost/1129078564-12fa9bc7/,Rolls-Royce,"Rolls-Royce Ghost Black Badge II, 2021",33 700 000,,,,,,,,,,,,2 владельца,,,2021,******|797,89 850 ₽ в год,Рассмотрю варианты,Оригинал/Электронный,7 400 км,,Не требует ремонта,Растаможен,DOHC,92.0x84.6 мм,N74B68,12,600 л.с. (441 кВт) при 5750 об/мин,900 Н⋅м при 4250 об/мин,,6749 см³,"Переднее, продольное",V-образное,Непосредственный впрыск (прямой),10,Бензиновый,Турбонаддув,4,F,4,5,Левый/Правый,Великобритания,490 л,82 л,3140 кг,2490 кг,Дисковые вентилируемые,Дисковые вентилируемые,"Независимая, пневмоэлемент","Независимая, пружинная",1550 мм,5546 мм,180 мм,3295 мм,255/50 R19,"8.5x19 ET25, 8.5x20 ET25 / 9.5x20 ET33, 8.5x21 ET25 / 9.5x21 ET33",DIA72.6 5x120 мм,1979 мм,1660 мм,1622 мм,8,Автомат,Полный,359 г/км,250 км/ч,АИ-95,4.7 с,,27.7/12.9/15.8 л/100 км,Euro 6
https://auto.ru/cars/used/sale/audi/q5/1131381947-681308b1/,Audi,"Audi Q5 40 TDI III (GU), 2025",8 300 000,,,,1.7 кВт⋅ч,,,,,,,,1 владелец,,,2025,,14 688 ₽ в год,Рассмотрю варианты,Оригинал/Электронный,10 км,,Не требует ремонта,Растаможен,DOHC,81.0x95.5 мм,VW EA288evo,4,204 л.с. (150 кВт) при 4200 об/мин,400 Н⋅м при 3250 об/мин,WLTP,1968 см³,"Переднее, продольное",Рядное,Common rail (дизель),15.5,Дизельный,Турбонаддув,4,D,5,5,Левый,Германия,520/1473 л,65 л,2595 кг,1955 кг,Дисковые вентилируемые,Дисковые вентилируемые,"Независимая, пружинная","Независимая, пружинная",1625 мм,4717 мм,,2823 мм,235/60 R18,,,1900 мм,1637 мм,1645 мм,7,Робот,Полный,154 г/км,226 км/ч,ДТ,7.4 с,,-/-/6.6 л/100 км,Euro 6
